tracker_id,frame_idx,timestamp,centroid_x,centroid_y,area,class,speed_px_per_sec,source_video
8465,0,0.0,1159,421,615.869,0,0.0,1.avi
8466,0,0.0,544,809,222.46178,0,0.0,1.avi
8467,1,0.2,251,36,406.9798,0,0.0,1.avi
8468,3,0.6,289,83,1132.2252,0,0.0,1.avi
8469,3,0.6,503,120,749.64746,0,0.0,1.avi
8470,4,0.8,108,195,503.85553,0,0.0,1.avi
8471,5,1.0,395,215,791.83545,0,0.0,1.avi
8472,5,1.0,1228,722,843.6529,0,0.0,1.avi
8473,5,1.0,581,45,577.76855,0,0.0,1.avi
8474,5,1.0,194,113,509.17355,0,0.0,1.avi
8475,5,1.0,890,96,379.5478,0,0.0,1.avi
8476,5,1.0,4,322,264.1425,0,0.0,1.avi
8477,5,1.0,637,153,328.9556,0,0.0,1.avi
8478,6,1.2,1269,819,471.45148,0,0.0,1.avi
8479,6,1.2,553,445,787.6803,0,0.0,1.avi
8480,7,1.4,1058,214,362.18735,0,0.0,1.avi
8481,7,1.4,1156,599,408.2004,0,0.0,1.avi
8482,7,1.4,1085,766,460.1381,0,0.0,1.avi
8483,7,1.4,1274,532,266.32916,0,0.0,1.avi
8484,8,1.6,263,277,851.59595,0,0.0,1.avi
8485,8,1.6,1038,650,808.2375,0,0.0,1.avi
8486,8,1.6,341,718,421.70026,0,0.0,1.avi
8487,8,1.6,113,276,416.06104,0,0.0,1.avi
8488,8,1.6,282,741,729.9184,0,0.0,1.avi
8489,8,1.6,320,497,666.96747,0,0.0,1.avi
8490,9,1.8,972,747,535.2723,0,0.0,1.avi
8491,9,1.8,775,813,1905.9508,0,0.0,1.avi
8492,9,1.8,1196,453,685.0804,0,0.0,1.avi
8493,9,1.8,1189,702,376.5491,0,0.0,1.avi
8494,9,1.8,1047,716,1072.6437,0,0.0,1.avi
8495,9,1.8,762,657,1138.9154,0,0.0,1.avi
8496,9,1.8,1216,820,518.36194,0,0.0,1.avi
8497,9,1.8,685,881,199.59985,0,0.0,1.avi
8498,9,1.8,950,1015,629.3682,0,0.0,1.avi
8499,9,1.8,593,826,425.29544,0,0.0,1.avi
8500,10,2.0,918,786,3230.6475,0,0.0,1.avi
8501,10,2.0,783,484,690.34753,0,0.0,1.avi
8502,10,2.0,924,979,1428.5453,0,0.0,1.avi
8503,10,2.0,1025,398,656.8916,0,0.0,1.avi
8504,10,2.0,183,592,689.8313,0,0.0,1.avi
8505,10,2.0,402,421,1798.4224,0,0.0,1.avi
8506,10,2.0,162,776,836.6371,0,0.0,1.avi
8507,10,2.0,1255,434,579.721,0,0.0,1.avi
8508,10,2.0,935,526,296.00995,0,0.0,1.avi
8509,11,2.2,1110,686,706.2511,0,0.0,1.avi
8510,12,2.4,448,182,512.3915,0,0.0,1.avi
8511,12,2.4,489,705,383.6232,0,0.0,1.avi
8512,12,2.4,539,503,521.8326,0,0.0,1.avi
8513,13,2.6,1064,537,908.36414,0,0.0,1.avi
8514,13,2.6,559,955,768.73315,0,0.0,1.avi
8515,13,2.6,885,424,558.22797,0,0.0,1.avi
8516,13,2.6,459,1009,329.0133,0,0.0,1.avi
8517,13,2.6,391,858,477.44394,0,0.0,1.avi
8518,14,2.8,772,955,1549.494,0,0.0,1.avi
8519,14,2.8,529,70,1268.1482,0,0.0,1.avi
8516,15,3.0,441,993,595.25,0,118.21966886015186,1.avi
8520,15,3.0,431,824,863.8336,0,0.0,1.avi
8521,15,3.0,299,194,1174.9915,0,0.0,1.avi
8522,15,3.0,938,614,972.47577,0,0.0,1.avi
8523,16,3.2,1011,810,494.72855,0,0.0,1.avi
8511,17,3.4,485,703,2134.089,0,20.99410980521163,1.avi
8524,17,3.4,146,656,732.34076,0,0.0,1.avi
8525,17,3.4,238,818,530.79895,0,0.0,1.avi
8526,17,3.4,272,614,627.9817,0,0.0,1.avi
8527,18,3.6,544,21,683.9953,0,0.0,1.avi
8528,18,3.6,71,789,640.7029,0,0.0,1.avi
8521,19,3.8,318,175,763.64233,0,136.15587400380545,1.avi
8529,19,3.8,316,498,986.2715,0,0.0,1.avi
8530,20,4.0,1202,457,408.87485,0,0.0,1.avi
8531,0,0.0,1168,404,526.8513,0,0.0,2.avi
8532,1,0.2,1016,518,497.52115,0,0.0,2.avi
8533,4,0.8,1167,731,948.6956,0,0.0,2.avi
8534,4,0.8,1131,880,593.03577,0,0.0,2.avi
8535,4,0.8,1220,806,615.2427,0,0.0,2.avi
8534,5,1.0,1114,888,625.65094,0,98.34771112339804,2.avi
8536,5,1.0,676,807,595.20056,0,0.0,2.avi
8537,6,1.2,535,908,535.0172,0,0.0,2.avi
