tracker_id,frame_idx,timestamp,centroid_x,centroid_y,area,class,speed,source_video
3644,0,0.0,710,624,1362.1715,0,0.0,1.avi
3645,0,0.0,209,136,2351.339,0,0.0,1.avi
3646,1,0.2,1182,243,564.5813,0,0.0,1.avi
3647,2,0.4,593,125,1400.0526,0,0.0,1.avi
3648,2,0.4,590,855,2674.7837,0,0.0,1.avi
3649,2,0.4,408,876,1247.9949,0,0.0,1.avi
3650,2,0.4,961,331,2209.6323,0,0.0,1.avi
3651,2,0.4,1065,280,1327.0756,0,0.0,1.avi
3652,3,0.6,988,96,1299.1158,0,0.0,1.avi
3653,3,0.6,338,718,1108.2168,0,0.0,1.avi
3654,3,0.6,180,544,1045.2412,0,0.0,1.avi
3645,4,0.8,172,131,1639.6143,0,19.13787209157171,1.avi
3652,4,0.8,972,135,3282.504,0,165.40655996097917,1.avi
3655,4,0.8,543,379,5794.3525,0,0.0,1.avi
3656,4,0.8,148,325,3595.5215,0,0.0,1.avi
3657,4,0.8,314,527,844.82306,0,0.0,1.avi
3658,4,0.8,833,207,2946.8015,0,0.0,1.avi
3659,4,0.8,799,485,1905.2979,0,0.0,1.avi
3660,4,0.8,141,516,1232.6145,0,0.0,1.avi
3661,5,1.0,728,945,2664.9973,0,0.0,1.avi
3662,5,1.0,894,431,1932.533,0,0.0,1.avi
3663,5,1.0,194,819,1289.3015,0,0.0,1.avi
3664,5,1.0,718,346,2328.7424,0,0.0,1.avi
3665,5,1.0,524,5,336.40277,0,0.0,1.avi
3666,5,1.0,269,751,4176.7964,0,0.0,1.avi
3667,6,1.2,547,932,4690.31,0,0.0,1.avi
3668,6,1.2,1226,917,1019.8254,0,0.0,1.avi
3665,7,1.4,550,30,1691.6714,0,58.20895314779764,1.avi
3669,7,1.4,1138,827,2171.6165,0,0.0,1.avi
3670,7,1.4,1057,840,2801.5708,0,0.0,1.avi
3667,8,1.6,558,975,1562.9109,0,72.43529237900024,1.avi
3671,8,1.6,1010,453,20940.787,0,0.0,1.avi
3672,8,1.6,888,545,1731.5208,0,0.0,1.avi
3673,8,1.6,275,423,6245.5625,0,0.0,1.avi
3674,8,1.6,393,474,1499.672,0,0.0,1.avi
3675,8,1.6,759,739,1221.3473,0,0.0,1.avi
3656,9,1.8,176,288,3715.015,0,15.891114714061716,1.avi
3666,9,1.8,240,764,2004.9744,0,16.03810446024512,1.avi
3676,9,1.8,465,572,24663.432,0,0.0,1.avi
3677,9,1.8,847,37,3387.1123,0,0.0,1.avi
3678,9,1.8,475,758,1051.9011,0,0.0,1.avi
3679,9,1.8,784,155,1327.9462,0,0.0,1.avi
3659,10,2.0,800,506,755.1699,0,5.201305907667958,1.avi
3669,10,2.0,1131,866,4335.9414,0,34.26836264998574,1.avi
3680,10,2.0,671,281,2254.8542,0,0.0,1.avi
3681,10,2.0,1089,184,2051.7378,0,0.0,1.avi
3682,10,2.0,421,1008,1784.7556,0,0.0,1.avi
3683,10,2.0,351,9,809.77405,0,0.0,1.avi
3684,10,2.0,743,549,1762.7355,0,0.0,1.avi
3685,10,2.0,1016,1014,535.6061,0,0.0,1.avi
3680,11,2.2,646,244,903.4597,0,176.72373169370886,1.avi
3686,11,2.2,630,403,1142.3195,0,0.0,1.avi
3687,11,2.2,357,164,1270.7976,0,0.0,1.avi
3688,11,2.2,1122,251,3918.0095,0,0.0,1.avi
3668,12,2.4,1195,954,2568.7734,0,11.79860164309406,1.avi
