tracker_id,avg_area,std_area,initial_area,final_area,max_area,min_area,avg_speed,max_speed,std_speed,lifetime,measurement_count,avg_nonzero_speed,area_change_ratio,speed_variation
7768,1565.801,615.786,1022.742,1439.828,2234.832,1022.742,99.744,219.311,110.991,1.0,3,149.616,0.408,1.113
7769,2126.442,1568.64,2167.258,537.792,3674.276,537.792,142.538,219.726,123.584,1.8,3,213.807,-0.752,0.867
7772,3274.076,117.279,3191.147,3357.004,3357.004,3191.147,108.388,216.776,153.284,1.2,2,216.776,0.052,1.414
7774,1996.815,1359.983,2958.468,1035.162,2958.468,1035.162,124.751,249.502,176.424,1.2,2,249.502,-0.65,1.414
7783,3043.715,2904.333,5097.388,990.042,5097.388,990.042,33.492,66.985,47.365,0.4,2,66.985,-0.806,1.414
7787,3483.172,1242.218,2604.791,4361.553,4361.553,2604.791,116.173,232.347,164.294,0.6,2,232.347,0.674,1.414
7789,1831.337,532.867,2208.131,1454.543,2208.131,1454.543,86.419,172.838,122.215,1.0,2,172.838,-0.341,1.414
7795,1401.787,670.74,927.502,1876.072,1876.072,927.502,52.97,105.94,74.911,1.2,2,105.94,1.023,1.414
7796,1278.513,203.635,1422.505,1134.521,1422.505,1134.521,53.534,107.067,75.708,1.0,2,107.067,-0.202,1.414
7801,1180.211,413.476,1121.182,939.899,1780.909,878.855,103.228,233.673,98.957,2.4,4,137.638,-0.162,0.959
7810,2868.706,1297.023,3785.839,1951.572,3785.839,1951.572,117.563,235.126,166.259,1.0,2,235.126,-0.485,1.414
7812,1643.623,97.006,1575.03,1712.217,1712.217,1575.03,49.73,99.46,70.329,1.0,2,99.46,0.087,1.414
7821,3628.181,2692.533,1724.273,5532.089,5532.089,1724.273,90.119,180.238,127.447,0.2,2,180.238,2.208,1.414
7823,724.156,335.212,961.187,487.126,961.187,487.126,66.612,133.223,94.203,0.4,2,133.223,-0.493,1.414
7826,812.505,303.218,900.157,475.117,1062.243,475.117,79.661,120.463,68.995,1.8,3,119.491,-0.472,0.866
7828,2183.954,218.607,2029.375,2338.532,2338.532,2029.375,104.368,208.736,147.599,1.2,2,208.736,0.152,1.414
