total_bubbles,avg_lifetime,std_lifetime,avg_area_all,avg_speed_all,avg_nonzero_speed_all,max_speed_all
103,0.8174757281553396,0.6645693260382879,7761.210640776699,96.73660194174757,162.12911650485435,622.168
