total_bubbles,avg_lifetime,std_lifetime,avg_area_all,avg_speed_all,avg_nonzero_speed_all,max_speed_all
78,2.7512820512820513,2.6144823226630955,629.6473205128204,24.177525641025642,39.765025641025645,220.246
