total_bubbles,avg_lifetime,std_lifetime,avg_area_all,avg_speed_all,avg_nonzero_speed_all,max_speed_all
69,1.4318840579710146,2.1626843854491677,9589.811318840579,100.22110144927537,156.2724347826087,456.36
