tracker_id,avg_area,std_area,initial_area,final_area,max_area,min_area,avg_speed,max_speed,std_speed,lifetime,measurement_count,avg_nonzero_speed,area_change_ratio,speed_variation
111,9943.809,1124.017,9512.604,6098.903,12743.837,6098.903,71.476,212.076,46.507,8.0,41,73.263,-0.359,0.651
114,14278.764,2531.48,19698.19,13467.09,21236.264,9859.543,109.259,261.572,63.89,9.2,47,111.634,-0.316,0.585
117,1021.879,106.487,1078.519,1052.233,1209.07,871.198,40.966,165.087,47.379,2.4,12,44.69,-0.024,1.157
118,23188.049,6375.095,15865.522,27502.984,27502.984,15865.522,228.38,379.412,201.185,1.0,3,342.571,0.734,0.881
126,22906.261,2274.656,25018.373,23887.459,25252.367,20121.816,123.026,344.033,126.283,1.0,6,147.631,-0.045,1.026
127,840.73,125.736,792.641,697.273,1083.284,697.273,17.017,74.227,19.008,3.0,12,18.564,-0.12,1.117
128,1433.212,411.295,1179.001,2043.047,2384.345,1084.939,30.919,164.968,38.733,4.8,22,32.391,0.733,1.253
129,3703.653,658.894,3033.788,4108.794,5338.486,2767.946,36.173,133.967,31.481,11.4,55,36.843,0.354,0.87
130,676.752,34.395,701.073,652.432,701.073,652.432,24.342,48.684,34.425,0.2,2,48.684,-0.069,1.414
131,674.41,16.375,680.38,681.858,689.005,644.92,11.388,19.91,6.55,1.2,7,13.286,0.002,0.575
132,1103.207,162.981,1234.117,920.664,1234.117,920.664,63.211,117.746,59.351,0.4,3,94.817,-0.254,0.939
134,31204.261,4065.263,28329.686,34078.836,34078.836,28329.686,228.18,456.36,322.695,0.4,2,456.36,0.203,1.414
139,25709.11,1865.786,24389.8,27028.42,27028.42,24389.8,22.297,44.593,31.532,0.4,2,44.593,0.108,1.414
141,274.156,41.911,215.465,313.349,313.349,215.465,17.887,61.71,29.364,1.0,4,23.849,0.454,1.642
145,25641.914,10366.047,32971.816,18312.012,32971.816,18312.012,111.076,222.152,157.085,0.2,2,222.152,-0.445,1.414
148,15758.631,2770.61,16854.31,17813.846,17813.846,12607.736,79.038,193.263,101.323,0.4,3,118.557,0.057,1.282
150,11110.533,172.093,11232.221,10988.845,11232.221,10988.845,110.637,221.273,156.464,0.2,2,221.273,-0.022,1.414
151,16594.239,1765.473,18781.525,17268.605,18781.525,15070.774,223.27,361.733,156.241,2.0,4,297.693,-0.081,0.7
152,20453.526,280.077,20651.57,20255.482,20651.57,20255.482,167.574,335.149,236.986,0.4,2,335.149,-0.019,1.414
153,11292.01,1452.515,11787.61,9656.556,12431.865,9656.556,118.237,182.566,102.529,0.8,3,177.356,-0.181,0.867
158,16450.665,4561.492,19676.127,13225.203,19676.127,13225.203,150.908,301.816,213.416,0.2,2,301.816,-0.328,1.414
159,13675.082,2033.849,15113.231,12236.934,15113.231,12236.934,75.25,150.5,106.42,0.4,2,150.5,-0.19,1.414
161,6463.492,1931.979,7829.607,5097.377,7829.607,5097.377,103.231,206.461,145.99,0.2,2,206.461,-0.349,1.414
162,6532.283,170.942,6653.157,6411.409,6653.157,6411.409,124.437,248.874,175.98,0.2,2,248.874,-0.036,1.414
163,10301.836,1972.338,7659.06,12315.352,12315.352,7659.06,83.626,153.386,80.104,1.4,4,111.502,0.608,0.958
164,10503.762,1767.398,9952.33,11113.91,14226.218,5752.843,116.021,231.355,67.199,5.6,29,120.165,0.117,0.579
165,842.248,40.727,779.046,862.734,912.925,779.046,16.934,56.402,15.414,2.0,11,18.627,0.107,0.91
166,9746.742,2028.974,11181.444,8312.041,11181.444,8312.041,36.628,73.256,51.8,0.2,2,73.256,-0.257,1.414
167,12333.889,1843.119,9551.101,13790.112,16488.977,9551.101,161.647,324.822,105.939,4.2,15,173.193,0.444,0.655
168,12648.212,445.398,12954.802,12137.312,12954.802,12137.312,67.713,113.61,59.865,0.4,3,101.57,-0.063,0.884
169,11762.756,2019.566,15350.544,10867.461,15350.544,9566.951,100.068,192.196,60.931,1.2,7,116.746,-0.292,0.609
171,13173.871,2536.473,9990.556,11157.794,16601.799,9990.556,85.269,186.612,65.053,1.2,7,99.48,0.117,0.763
173,6933.596,3588.024,10454.548,3282.064,10454.548,3282.064,61.804,93.239,53.527,0.4,3,92.707,-0.686,0.866
174,13284.907,2426.463,12853.569,16326.718,16326.718,10130.02,167.944,290.356,114.622,1.2,6,201.533,0.27,0.683
176,15619.816,4138.288,12693.604,18546.027,18546.027,12693.604,76.908,153.816,108.764,0.4,2,153.816,0.461,1.414
180,14711.097,3146.39,9362.459,12976.734,20749.709,9362.459,188.381,303.689,100.028,2.0,11,207.219,0.386,0.531
182,11120.966,3319.16,14660.244,3338.295,18142.734,3338.295,113.549,242.285,61.733,6.8,35,116.889,-0.772,0.544
183,2020.702,462.969,2032.396,1557.088,2707.31,1557.088,99.3,186.758,69.316,1.6,5,124.125,-0.234,0.698
184,2036.973,253.535,2305.649,1810.779,2305.649,1810.779,47.044,111.661,47.011,0.6,4,62.725,-0.215,0.999
186,3860.258,353.585,3305.311,4473.201,4473.201,3305.311,61.489,116.648,37.143,1.2,7,71.737,0.353,0.604
187,4409.221,784.116,3245.418,4898.282,4898.282,3245.418,121.596,178.26,82.767,0.6,4,162.128,0.509,0.681
191,2372.997,659.959,2595.486,851.632,3029.533,851.632,105.797,208.045,69.897,1.6,9,119.022,-0.672,0.661
