total_bubbles,avg_lifetime,std_lifetime,avg_area_all,avg_speed_all,avg_nonzero_speed_all,max_speed_all
34,1.7529411764705882,4.201892452009346,8637.467058823531,96.6704705882353,153.65623529411766,479.18
