total_bubbles,avg_lifetime,std_lifetime,avg_area_all,avg_speed_all,avg_nonzero_speed_all,max_speed_all
70,2.7857142857142856,2.496913208214931,649.6828571428572,42.011300000000006,49.750171428571434,201.075
