total_bubbles,avg_lifetime,std_lifetime,avg_area_all,avg_speed_all,avg_nonzero_speed_all,max_speed_all,avg_path_length,avg_straightness,avg_confidence,total_tracked_frames
149,0.9355704697986575,0.8936014155835285,7359.994570469799,104.60726174496644,155.90838926174496,450.102,93.82594630872482,1.0,0.6720067114093959,104
