tracker_id,frame_idx,timestamp,centroid_x,centroid_y,area,class,speed_px_per_sec,confidence,track_length,frames_lost,bbox_x1,bbox_y1,bbox_x2,bbox_y2,kalman_area,velocity_x,velocity_y,displacement,trajectory_angle,source_video
762,0,0.0,534,598,3652.7676,0,0.0,0.8401345014572144,1,0,503.43616,568.6975,565.35657,627.68884,3652.7676,0.0,0.0,0.0,0.0,3.avi
762,1,0.2,540,614,3521.0605,0,85.35891121323289,0.8785544037818909,3,0,510.4408,584.4256,569.7593,643.7841,3521.0605,22.769249,63.519745,16.77070159135977,289.5197988739981,3.avi
762,2,0.4,577,652,3690.6606,0,217.1670020866991,0.8755772709846497,5,0,547.67914,621.4118,607.9627,682.6335,3690.6606,174.6453,178.97684,40.99837555811943,322.0885460756781,3.avi
763,2,0.4,1006,1003,4107.6587,0,0.0,0.7414824962615967,1,0,954.5991,984.2382,1058.9814,1023.5903,4107.6587,0.0,0.0,0.0,0.0,3.avi
762,3,0.6,614,687,4056.5378,0,10.389020874851123,0.8730480670928955,7,0,583.3714,654.6913,645.6772,719.7982,4056.5378,181.44926,176.77858,1.493858365593265,33.200516208559634,3.avi
763,3,0.6,1007,974,9599.835,0,147.58521597908606,0.8587309718132019,3,0,957.74457,926.1123,1056.5515,1023.2698,9599.835,1.4281744,-116.65942,29.91498071667769,89.59832881417395,3.avi
762,4,0.8,673,721,3927.8242,0,125.96581247431406,0.8702200651168823,9,0,642.6299,689.5737,703.5558,754.0426,3927.8242,266.96393,173.7374,22.2435050252726,4.1261092897275375,3.avi
764,4,0.8,927,934,15651.318,0,0.0,0.8563724160194397,1,0,866.48267,869.9979,987.547,999.27893,15651.318,0.0,0.0,0.0,0.0,3.avi
765,5,1.0,813,882,1459.4252,0,0.0,0.7623559832572937,1,0,796.5213,861.1848,831.22736,903.23584,1459.4252,0.0,0.0,0.0,0.0,3.avi
766,5,1.0,849,913,525.56946,0,0.0,0.7266572713851929,1,0,838.16656,902.60834,861.6784,924.96173,525.56946,0.0,0.0,0.0,0.0,3.avi
767,5,1.0,878,851,18846.379,0,0.0,0.6624716520309448,1,0,811.30664,781.9555,945.8584,922.0234,18846.379,0.0,0.0,0.0,0.0,3.avi
768,5,1.0,851,877,1984.9349,0,0.0,0.6586878895759583,1,0,830.33215,854.4357,873.16736,900.7746,1984.9349,0.0,0.0,0.0,0.0,3.avi
769,6,1.2,778,745,17541.643,0,0.0,0.8956201672554016,1,0,711.19336,680.9298,846.23914,810.82385,17541.643,0.0,0.0,0.0,0.0,3.avi
770,7,1.4,739,622,1487.5331,0,0.0,0.6904236674308777,1,0,719.3496,604.2783,760.32043,640.58545,1487.5331,0.0,0.0,0.0,0.0,3.avi
771,7,1.4,686,682,24582.814,0,0.0,0.8387422561645508,1,0,605.98145,605.3326,766.06006,758.8997,24582.814,0.0,0.0,0.0,0.0,3.avi
771,8,1.6,674,594,18916.027,0,445.0858546818792,0.8940610885620117,3,0,608.8398,523.16846,741.11053,666.17847,18916.027,-44.094162,-349.0726,88.93230206809488,97.76830246764432,3.avi
771,9,1.8,594,570,26910.19,0,440.0830607959794,0.3442704975605011,5,0,516.79395,483.98462,672.98694,656.2727,26910.19,-370.4297,-141.77698,85.11314716356561,212.03013397782777,3.avi
772,9,1.8,554,637,1904.258,0,0.0,0.7947353720664978,1,0,532.71094,615.1481,575.9241,659.2147,1904.258,0.0,0.0,0.0,0.0,3.avi
773,9,1.8,649,609,811.7659,0,0.0,0.7107735872268677,1,0,634.03,596.02136,664.8281,622.379,811.7659,0.0,0.0,0.0,0.0,3.avi
774,9,1.8,571,602,876.30585,0,0.0,0.5346161723136902,1,0,557.3491,586.8528,585.0796,618.4536,876.30585,0.0,0.0,0.0,0.0,3.avi
775,9,1.8,603,619,1844.5278,0,0.0,0.5063570141792297,1,0,581.3395,599.00146,625.78345,640.5038,1844.5278,0.0,0.0,0.0,0.0,3.avi
771,10,2.0,573,556,22410.389,0,303.6445068310941,0.9188452959060668,7,0,501.9804,477.76514,644.6867,634.8037,22410.389,-168.99084,-86.12936,54.09963079377928,344.75345342220146,3.avi
776,11,2.2,423,626,25669.525,0,0.0,0.8880958557128906,1,0,343.54883,545.6986,502.99316,706.69226,25669.525,0.0,0.0,0.0,0.0,3.avi
