total_bubbles,avg_lifetime,std_lifetime,avg_area_all,avg_speed_all,avg_nonzero_speed_all,max_speed_all
49,0.7020408163265307,0.38323719587132943,596.2547959183673,51.394510204081634,99.33963265306122,234.969
