tracker_id,avg_area,std_area,initial_area,final_area,max_area,min_area,avg_speed,max_speed,std_speed,lifetime,measurement_count,avg_nonzero_speed,area_change_ratio,speed_variation
8511,1258.856,1237.766,383.623,2134.089,2134.089,383.623,10.497,20.994,14.845,1.0,2,20.994,4.563,1.414
8516,462.132,188.258,329.013,595.25,595.25,329.013,59.11,118.22,83.594,0.4,2,118.22,0.809,1.414
8521,969.317,290.868,1174.992,763.642,1174.992,763.642,68.078,136.156,96.277,0.8,2,136.156,-0.35,1.414
8534,609.343,23.062,593.036,625.651,625.651,593.036,49.174,98.348,69.542,0.2,2,98.348,0.055,1.414
8540,468.772,70.783,518.823,418.721,518.823,418.721,31.901,63.802,45.115,1.0,2,63.802,-0.193,1.414
8545,685.237,77.956,630.114,740.36,740.36,630.114,74.825,149.65,105.818,0.8,2,149.65,0.175,1.414
8554,737.768,343.75,980.836,494.7,980.836,494.7,41.385,82.771,58.528,0.6,2,82.771,-0.496,1.414
8556,531.426,85.076,471.268,591.584,591.584,471.268,22.7,45.399,32.102,0.2,2,45.399,0.255,1.414
8563,843.544,480.698,1183.449,503.64,1183.449,503.64,53.755,107.51,76.021,0.8,2,107.51,-0.574,1.414
8576,518.641,13.401,509.165,528.117,528.117,509.165,46.572,93.145,65.863,0.4,2,93.145,0.037,1.414
8679,602.759,17.042,614.809,590.709,614.809,590.709,47.11,94.22,66.623,0.6,2,94.22,-0.039,1.414
8746,649.309,176.677,774.238,524.379,774.238,524.379,103.311,206.623,146.104,1.2,2,206.623,-0.323,1.414
8776,458.783,26.69,477.655,439.91,477.655,439.91,83.491,166.982,118.074,1.2,2,166.982,-0.079,1.414
8801,601.591,141.567,501.489,701.694,701.694,501.489,112.21,224.42,158.689,0.2,2,224.42,0.399,1.414
8812,682.304,11.142,690.182,674.425,690.182,674.425,108.539,217.078,153.497,1.2,2,217.078,-0.023,1.414
8818,651.762,129.919,743.628,559.895,743.628,559.895,65.415,130.831,92.511,1.0,2,130.831,-0.247,1.414
8820,610.46,116.193,692.621,528.3,692.621,528.3,51.702,103.405,73.118,1.0,2,103.405,-0.237,1.414
8847,593.307,136.081,497.083,689.531,689.531,497.083,26.419,52.838,37.362,0.2,2,52.838,0.387,1.414
8852,1101.501,547.671,1488.762,714.239,1488.762,714.239,89.871,179.742,127.097,1.0,2,179.742,-0.52,1.414
8853,1142.28,23.92,1159.194,1125.367,1159.194,1125.367,43.047,86.093,60.877,1.0,2,86.093,-0.029,1.414
8861,367.807,130.192,459.867,275.747,459.867,275.747,54.305,108.61,76.799,0.8,2,108.61,-0.4,1.414
8864,691.592,251.945,869.744,513.44,869.744,513.44,21.293,42.586,30.113,1.2,2,42.586,-0.41,1.414
8865,897.167,288.205,1100.958,693.375,1100.958,693.375,39.803,79.606,56.29,0.8,2,79.606,-0.37,1.414
8870,420.539,379.238,152.377,688.7,688.7,152.377,71.049,142.098,100.478,0.8,2,142.098,3.52,1.414
8886,547.364,97.879,616.575,478.152,616.575,478.152,52.043,104.085,73.6,1.0,2,104.085,-0.225,1.414
8889,916.534,24.571,933.908,899.16,933.908,899.16,22.768,45.536,32.199,0.6,2,45.536,-0.037,1.414
8891,553.733,213.216,704.5,402.967,704.5,402.967,16.751,33.503,23.69,0.2,2,33.503,-0.428,1.414
8896,886.655,337.429,1125.253,648.057,1125.253,648.057,70.437,140.874,99.613,0.6,2,140.874,-0.424,1.414
8898,905.751,316.061,682.261,1129.24,1129.24,682.261,68.569,137.138,96.972,0.2,2,137.138,0.655,1.414
8903,557.664,435.708,865.756,249.572,865.756,249.572,56.692,113.383,80.174,1.0,2,113.383,-0.712,1.414
8915,848.09,178.682,974.437,721.743,974.437,721.743,36.292,72.583,51.324,1.2,2,72.583,-0.259,1.414
