tracker_id,avg_area,std_area,initial_area,final_area,max_area,min_area,avg_speed,max_speed,std_speed,lifetime,measurement_count,avg_nonzero_speed,area_change_ratio,speed_variation
3645,1995.477,503.265,2351.339,1639.614,2351.339,1639.614,9.569,19.138,13.533,0.8,2,19.138,-0.303,1.414
3652,2290.81,1402.467,1299.116,3282.504,3282.504,1299.116,82.703,165.407,116.96,0.2,2,165.407,1.527,1.414
3656,3655.268,84.495,3595.522,3715.015,3715.015,3595.522,7.946,15.891,11.237,1.0,2,15.891,0.033,1.414
3659,1330.234,813.263,1905.298,755.17,1905.298,755.17,2.601,5.201,3.678,1.2,2,5.201,-0.604,1.414
3665,1014.037,958.32,336.403,1691.671,1691.671,336.403,29.104,58.209,41.16,0.4,2,58.209,4.029,1.414
3666,3090.885,1535.71,4176.796,2004.974,4176.796,2004.974,8.019,16.038,11.341,0.8,2,16.038,-0.52,1.414
3667,3126.61,2211.405,4690.31,1562.911,4690.31,1562.911,36.218,72.435,51.219,0.4,2,72.435,-0.667,1.414
3668,1794.299,1095.272,1019.825,2568.773,2568.773,1019.825,5.899,11.799,8.343,1.2,2,11.799,1.519,1.414
3669,3253.779,1530.409,2171.616,4335.941,4335.941,2171.616,17.134,34.268,24.231,0.6,2,34.268,0.997,1.414
3671,11179.205,13804.962,20940.787,1417.623,20940.787,1417.623,7.264,14.527,10.272,1.0,2,14.527,-0.932,1.414
3676,14094.837,14946.25,24663.432,3526.242,24663.432,3526.242,2.616,5.232,3.7,1.2,2,5.232,-0.857,1.414
3677,2059.782,1877.128,3387.112,732.452,3387.112,732.452,14.523,29.046,20.539,0.6,2,29.046,-0.784,1.414
3680,1579.157,955.58,2254.854,903.46,2254.854,903.46,88.362,176.724,124.963,0.2,2,176.724,-0.599,1.414
3681,2362.796,439.903,2051.738,2673.854,2673.854,2051.738,2.896,5.793,4.096,1.2,2,5.793,0.303,1.414
3709,3454.181,1066.054,2700.367,4207.995,4207.995,2700.367,27.97,55.941,39.556,0.4,2,55.941,0.558,1.414
