total_bubbles,avg_lifetime,std_lifetime,avg_area_all,avg_speed_all,avg_nonzero_speed_all,max_speed_all
164,0.8609756097560974,0.5263034878895033,3368.1636097560972,25.96291463414634,44.074164634146335,264.373
