total_bubbles,avg_lifetime,std_lifetime,avg_area_all,avg_speed_all,avg_nonzero_speed_all,max_speed_all
198,0.8060606060606059,0.5365462368972174,3184.1363989898987,71.50995454545455,136.1562272727273,413.827
