total_bubbles,avg_lifetime,std_lifetime,avg_area_all,avg_speed_all,avg_nonzero_speed_all,max_speed_all,avg_path_length,avg_straightness,avg_confidence,total_tracked_frames
162,1.8641975308641976,3.0357418953443895,7450.640067901235,88.49187037037036,133.14778395061728,566.355,114.48318518518519,1.0,0.7030555555555555,145
