total_bubbles,avg_lifetime,std_lifetime,avg_area_all,avg_speed_all,avg_nonzero_speed_all,max_speed_all
723,0.8506224066390041,0.6076465885828378,3710.3736791147994,29.901029045643153,53.02610511756569,604.289
