tracker_id,avg_area,std_area,initial_area,final_area,max_area,min_area,avg_speed,max_speed,std_speed,lifetime,measurement_count,avg_nonzero_speed,area_change_ratio,speed_variation
1,3093.004,2524.901,4878.378,1307.629,4878.378,1307.629,3.956,7.913,5.595,0.8,2,7.913,-0.732,1.414
4,8329.907,5135.078,11960.955,4698.858,11960.955,4698.858,64.357,128.713,91.014,0.2,2,128.713,-0.607,1.414
7,2601.042,2617.69,4452.028,750.055,4452.028,750.055,10.615,21.231,15.013,0.6,2,21.231,-0.832,1.414
8,3311.953,585.884,2770.274,3231.795,3933.789,2770.274,59.42,155.395,83.899,1.0,3,89.131,0.167,1.412
10,2303.262,796.35,1494.712,2328.248,3086.825,1494.712,52.563,81.547,45.601,1.0,3,78.844,0.558,0.868
12,2597.655,156.598,2418.238,2706.854,2706.854,2418.238,16.823,37.122,18.804,1.4,3,25.234,0.119,1.118
13,3041.629,789.843,2467.043,3975.8,3975.8,2312.254,51.568,103.24,46.371,1.6,4,68.758,0.612,0.899
15,4994.175,2369.516,3318.674,6669.676,6669.676,3318.674,11.209,22.418,15.852,0.8,2,22.418,1.01,1.414
19,7556.146,1654.311,6386.372,8725.921,8725.921,6386.372,50.023,100.047,70.744,0.2,2,100.047,0.366,1.414
24,3909.926,1850.855,4659.695,5268.262,5268.262,1801.822,66.963,106.849,58.345,0.8,3,100.445,0.131,0.871
25,4553.052,4197.196,7520.918,1585.186,7520.918,1585.186,6.005,12.01,8.492,1.2,2,12.01,-0.789,1.414
29,1987.461,449.81,2092.39,1758.371,2567.126,1531.957,28.632,91.418,42.709,2.4,4,38.176,-0.16,1.492
34,3610.916,2486.791,5369.343,1852.489,5369.343,1852.489,4.093,8.186,5.788,1.0,2,8.186,-0.655,1.414
35,3198.272,135.544,3102.428,3294.116,3294.116,3102.428,66.639,133.279,94.242,0.2,2,133.279,0.062,1.414
39,3522.088,267.855,3332.686,3711.49,3711.49,3332.686,49.443,98.887,69.924,0.2,2,98.887,0.114,1.414
40,3515.667,2018.296,4942.817,2088.516,4942.817,2088.516,40.635,81.269,57.466,0.4,2,81.269,-0.577,1.414
42,4155.644,2387.953,5844.182,2467.107,5844.182,2467.107,2.376,4.753,3.361,0.8,2,4.753,-0.578,1.414
47,5672.459,5014.29,9218.098,2126.821,9218.098,2126.821,92.491,184.982,130.802,0.2,2,184.982,-0.769,1.414
48,4175.746,4204.881,2156.785,1361.109,9009.344,1361.109,19.032,31.497,16.744,1.2,3,28.548,-0.369,0.88
49,3674.657,2903.224,5727.546,1621.768,5727.546,1621.768,40.719,81.438,57.585,0.4,2,81.438,-0.717,1.414
50,2440.768,454.218,2119.587,2761.949,2761.949,2119.587,16.576,33.152,23.442,0.6,2,33.152,0.303,1.414
52,3353.848,143.213,3455.115,3252.582,3455.115,3252.582,20.138,40.276,28.479,0.4,2,40.276,-0.059,1.414
57,3029.456,2798.791,1050.412,5008.5,5008.5,1050.412,8.4,16.801,11.88,0.6,2,16.801,3.768,1.414
59,2700.355,390.456,2976.449,2424.26,2976.449,2424.26,77.17,154.341,109.135,0.2,2,154.341,-0.186,1.414
61,3089.43,325.458,2859.297,3319.564,3319.564,2859.297,17.221,34.443,24.355,0.6,2,34.443,0.161,1.414
63,2233.408,1096.874,3009.015,1457.801,3009.015,1457.801,14.524,29.047,20.54,0.4,2,29.047,-0.516,1.414
64,5732.655,2664.381,3848.653,7616.656,7616.656,3848.653,0.457,0.915,0.647,1.2,2,0.915,0.979,1.414
67,2031.625,558.498,2267.361,2321.783,2342.139,1195.216,44.801,154.97,73.675,2.4,4,59.735,0.024,1.645
69,2179.688,774.119,2727.073,1632.303,2727.073,1632.303,11.728,23.456,16.586,0.8,2,23.456,-0.401,1.414
70,5396.14,824.092,5978.861,4813.419,5978.861,4813.419,35.195,70.39,49.774,0.4,2,70.39,-0.195,1.414
83,15335.28,14970.213,2648.652,30423.39,30423.39,2284.716,68.676,162.311,80.216,1.8,4,91.568,10.486,1.168
87,1745.057,1025.898,2470.477,1019.638,2470.477,1019.638,51.689,103.378,73.099,0.2,2,103.378,-0.587,1.414
92,3232.164,1346.248,4184.105,2280.223,4184.105,2280.223,5.406,10.811,7.645,1.0,2,10.811,-0.455,1.414
95,1082.196,106.516,1157.514,1006.878,1157.514,1006.878,9.265,18.529,13.102,0.4,2,18.529,-0.13,1.414
96,3652.269,1767.765,2402.27,4902.268,4902.268,2402.27,93.147,186.293,131.729,0.2,2,186.293,1.041,1.414
