total_bubbles,avg_lifetime,std_lifetime,avg_area_all,avg_speed_all,avg_nonzero_speed_all,max_speed_all
3,0.5333333333333333,0.41633319989322654,23476.77666666667,199.47766666666666,346.8093333333333,396.12
