tracker_id,frame_idx,timestamp,centroid_x,centroid_y,area,class,speed_px_per_sec,confidence,track_length,frames_lost,bbox_x1,bbox_y1,bbox_x2,bbox_y2,kalman_area,velocity_x,velocity_y,displacement,trajectory_angle
28,1,0.04100041000410004,1264,555,998.9743,0,0.0,0.7517415285110474,1,0,1250.447,538.50714,1279.1494,573.3117,998.9743,0.0,0.0,0.0,0.0
29,1,0.04100041000410004,551,584,256.4979,0,0.0,0.653550386428833,1,0,543.96906,576.0192,559.8132,592.20807,256.4979,0.0,0.0,0.0,0.0
30,1,0.04100041000410004,1016,971,223.02171,0,0.0,0.5650423765182495,1,0,1009.1198,963.73096,1023.9018,978.81836,223.02171,0.0,0.0,0.0,0.0
31,1,0.04100041000410004,1253,523,2087.8733,0,0.0,0.5421721339225769,1,0,1230.8835,500.67816,1276.9646,545.9869,2087.8733,0.0,0.0,0.0,0.0
29,2,0.08200082000820008,542,585,230.90488,0,254.89894019391178,0.6325123906135559,3,0,534.656,577.9753,549.36865,593.6696,230.90488,-34.38014,5.946933,9.930747341767521,185.1206547398507
30,2,0.08200082000820008,1012,970,245.55302,0,97.0181316503849,0.6468523144721985,3,0,1005.1142,962.73047,1020.3359,978.8623,245.55302,-13.175151,-1.6645707,4.687440586110918,164.22082301339879
32,2,0.08200082000820008,1179,557,731.10376,0,0.0,0.8286178112030029,1,0,1165.676,544.2826,1192.3274,571.7147,731.10376,0.0,0.0,0.0,0.0
33,2,0.08200082000820008,1219,573,1642.8479,0,0.0,0.5409020781517029,1,0,1198.4109,553.70734,1240.3049,592.9217,1642.8479,0.0,0.0,0.0,0.0
29,3,0.12300123001230012,527,590,280.9575,0,413.1493404220978,0.6836256384849548,5,0,519.3075,582.2019,535.7887,599.249,280.9575,-261.13168,86.87429,14.160090767149951,196.129125074289
30,3,0.12300123001230012,1006,973,313.79477,0,201.31991757353168,0.5475175976753235,5,0,997.4668,964.99225,1015.0132,982.87604,313.79477,-116.43457,54.022007,6.588929343251967,200.16947400789846
33,3,0.12300123001230012,1179,574,7759.001,0,1017.0944588049766,0.8685964941978455,3,0,1131.2582,533.82355,1227.4679,614.4703,7759.001,-139.19022,2.896952,40.3637312821371,180.97308480805108
29,4,0.16400164001640016,513,594,331.66336,0,105.56123557368305,0.40302157402038574,7,0,504.44434,584.8982,522.4961,603.2711,331.66336,-306.30753,84.15798,3.852345830425164,175.722229950474
30,4,0.16400164001640016,1002,975,390.63702,0,53.087469924579416,0.15652643144130707,7,0,993.18695,965.2739,1012.68024,985.3135,390.63702,-96.770706,42.560673,1.267017347727856,65.07931666658556
34,4,0.16400164001640016,1128,589,1835.8801,0,0.0,0.6704924702644348,1,0,1108.7991,566.2358,1148.2864,612.7287,1835.8801,0.0,0.0,0.0,0.0
35,4,0.16400164001640016,1138,538,2621.1155,0,0.0,0.8099187612533569,1,0,1111.461,514.41016,1165.0309,563.3391,2621.1155,0.0,0.0,0.0,0.0
29,5,0.2050020500205002,498,599,323.06845,0,112.60872156948002,0.5532593727111816,9,0,488.90753,590.26825,507.11877,608.00836,323.06845,-337.75543,101.552956,3.259204822119206,206.7082867285781
30,5,0.2050020500205002,999,976,401.57367,0,44.24082626949091,0.4655173718929291,9,0,989.92114,965.8903,1009.6926,986.2011,401.57367,-87.64611,31.786089,1.0392544934714976,88.12201228518649
32,5,0.2050020500205002,1175,570,879.32336,0,323.25784617648,0.1724908947944641,5,0,1158.7642,557.52515,1192.1826,583.83765,879.32336,-12.566486,45.17112,12.650924992314518,251.55963151632494
33,5,0.2050020500205002,1187,534,2950.329,0,1199.4453577039733,0.7786663770675659,6,0,1159.6149,508.11014,1215.9232,560.5061,2950.329,58.580032,-308.51926,47.47050900779607,58.56467575144768
34,5,0.2050020500205002,1137,560,675.76294,0,776.1999064019287,0.1940135657787323,3,0,1125.0205,546.64105,1149.8098,573.9012,675.76294,30.878,-101.66066,30.67128803778092,73.99393152210058
35,5,0.2050020500205002,1157,538,657.5033,0,492.7442413452083,0.44346871972084045,3,0,1144.3702,525.8568,1170.8629,550.67505,657.5033,67.41379,-2.1183593,18.77441244098076,2.6701751259228104
36,5,0.2050020500205002,441,432,120.78989,0,0.0,0.5489552617073059,1,0,436.39557,426.43365,446.6856,438.17218,120.78989,0.0,0.0,0.0,0.0
29,6,0.24600246002460024,484,601,351.11548,0,63.14465458937825,0.5073961019515991,11,0,474.85352,592.4447,494.06476,610.7213,351.11548,-334.88,84.74579,2.307910501805084,94.10073075350891
30,6,0.24600246002460024,994,974,371.48013,0,120.11191639833967,0.5698500275611877,11,0,984.7577,964.8889,1003.7263,984.4729,371.48013,-106.920685,5.6998024,4.014278494572308,123.46149932688678
32,6,0.24600246002460024,1162,570,5072.3896,0,454.599593191699,0.7027379870414734,7,0,1125.0975,536.1096,1199.5172,604.2689,5072.3896,-135.84398,22.327509,13.203464890230181,168.9376292471802
34,6,0.24600246002460024,1128,559,689.2717,0,319.7361275555821,0.46837806701660156,5,0,1115.8519,545.6511,1141.0492,573.0062,689.2717,-146.82248,-45.63142,11.06706011547507,195.17516387265655
35,6,0.24600246002460024,1171,554,1242.5793,0,601.9740321107446,0.18493419885635376,5,0,1154.7917,536.5394,1188.6418,573.2478,1242.5793,264.31726,288.2045,19.054472773484992,303.87046419374644
37,6,0.24600246002460024,434,443,107.49874,0,0.0,0.5382260680198669,1,0,429.1894,438.2025,439.13995,449.0058,107.49874,0.0,0.0,0.0,0.0
29,7,0.2870028700287003,467,606,333.8616,0,140.78532232014607,0.4686878025531769,13,0,457.73495,597.2959,476.54318,615.04675,333.8616,-368.79083,95.26645,3.846150374789947,194.18300103621507
30,7,0.2870028700287003,986,973,342.09253,0,140.54835382430156,0.2554595470428467,13,0,977.1897,964.18756,995.5891,982.7802,342.09253,-139.68854,-7.815278,4.307152650631673,153.60742205125393
32,7,0.2870028700287003,1150,578,6724.8535,0,363.8918136903783,0.8778814673423767,9,0,1107.7792,539.238,1192.663,618.4622,6724.8535,-206.93973,106.82843,9.640584538311497,225.66229311049088
29,8,0.3280032800328003,439,618,348.94556,0,560.9857037246497,0.5435808897018433,15,0,430.3683,609.3604,449.42603,627.67035,348.94556,-482.62885,174.51306,15.239777543733771,211.32364768659536
30,8,0.3280032800328003,977,974,313.36722,0,132.30304683219455,0.45322614908218384,15,0,968.9323,965.68506,986.1995,983.8331,313.36722,-168.76659,7.1700315,3.756442117538446,192.86748191125065
32,8,0.3280032800328003,1129,588,6705.0757,0,493.66709510658916,0.8187595009803772,11,0,1087.4336,548.1834,1170.9011,628.51495,6705.0757,-335.45587,159.16995,13.600334016689951,200.53130728028324
29,9,0.36900369003690037,424,616,348.90268,0,367.12747347699434,0.5061795711517334,17,0,414.72824,607.7482,433.66812,626.16986,348.90268,-444.1888,92.61876,10.423849493081311,68.08299610824986
30,9,0.36900369003690037,968,976,277.6928,0,105.50540854684893,0.5527123212814331,17,0,960.2019,967.89746,976.3634,985.07983,277.6928,-190.98775,20.666115,2.8107455569749327,199.6885563263167
32,9,0.36900369003690037,1104,611,6757.0596,0,723.6994670924046,0.871433675289154,13,0,1063.3021,570.66345,1146.4991,651.881,6757.0596,-437.31937,318.0465,19.755440465131702,234.70802255738468
38,9,0.36900369003690037,295,285,260.1993,0,0.0,0.6399983167648315,1,0,287.81857,276.59586,302.69577,294.08566,260.1993,0.0,0.0,0.0,0.0
39,9,0.36900369003690037,907,5,411.9121,0,0.0,0.5152574777603149,1,0,887.5679,0.0,927.60254,10.288885,411.9121,0.0,0.0,0.0,0.0
29,10,0.4100041000410004,411,611,411.73636,0,408.7447723579765,0.6310039162635803,19,0,401.56857,601.1363,421.33292,621.96857,411.73636,-392.76346,6.000992,10.969330846488058,62.80191143391761
30,10,0.4100041000410004,955,978,257.72818,0,194.41356765066544,0.6315426230430603,19,0,947.79584,970.33624,963.27655,986.98456,257.72818,-237.25049,33.130173,5.492379816318394,186.94440196410997
32,10,0.4100041000410004,1067,641,6984.4683,0,978.7442858762454,0.8930081725120544,15,0,1025.5748,600.4212,1110.027,683.1246,6984.4683,-618.81836,483.36652,26.024895023114528,219.88302697578345
39,10,0.4100041000410004,908,8,1171.4451,0,98.26304731001952,0.7350375652313232,3,0,875.07574,0.11745453,942.77765,17.420443,1171.4451,4.668704,12.614022,2.885526490976437,278.2649109657259
40,10,0.4100041000410004,284,303,211.98064,0,0.0,0.7400652766227722,1,0,277.5286,296.11084,291.14493,311.67896,211.98064,0.0,0.0,0.0,0.0
29,11,0.45100451004510045,404,606,399.14047,0,398.2589208778649,0.5098389387130737,21,0,394.5035,596.01337,413.9094,616.58136,399.14047,-309.36212,-45.787327,10.415927718496341,33.82732340593634
30,11,0.45100451004510045,945,979,269.90506,0,12.85012189424711,0.32635200023651123,21,0,937.55066,971.58923,954.20996,987.79065,269.90506,-236.57748,30.034887,1.3007864636955364,128.44819820905116
32,11,0.45100451004510045,1047,639,7047.1294,0,871.7922056056144,0.874614953994751,17,0,1004.8502,598.52734,1091.1385,680.1969,7047.1294,-566.44226,274.1667,23.048910745243624,78.56161340976706
39,11,0.45100451004510045,908,11,1736.0157,0,75.93366403019857,0.5991191864013672,5,0,868.4436,1.0841627,949.28674,22.558056,1736.0157,0.27568293,56.645298,2.0463401945736974,236.88019010233472
41,11,0.45100451004510045,281,329,210.19759,0,0.0,0.6378847360610962,1,0,275.29962,321.493,288.52734,337.3837,210.19759,0.0,0.0,0.0,0.0
29,12,0.4920049200492005,395,597,393.40393,0,320.48604092795233,0.644206166267395,23,0,386.25555,586.9209,405.37445,607.49756,393.40393,-268.95108,-113.67177,8.194517547139267,64.88919826549983
42,12,0.4920049200492005,280,373,431.7895,0,0.0,0.6801992058753967,1,0,270.77872,362.1156,290.21378,384.33264,431.7895,0.0,0.0,0.0,0.0
43,12,0.4920049200492005,1067,591,7377.937,0,0.0,0.8295674920082092,1,0,1023.197,550.52136,1112.6355,633.01306,7377.937,0.0,0.0,0.0,0.0
42,13,0.5330053300533005,282,386,299.74677,0,346.0059307201344,0.31702250242233276,3,0,274.74503,377.47897,291.15964,395.73996,299.74677,8.547709,46.58373,12.864072329689034,276.712973395997
43,13,0.5330053300533005,1104,560,6869.941,0,1225.8988842641636,0.8070957064628601,3,0,1058.2726,523.7722,1151.2999,597.62085,6869.941,128.31519,-108.13229,48.07485893993666,41.359874057454476
43,14,0.5740057400574006,1116,522,3755.1558,0,1032.544898061127,0.7780719995498657,5,0,1083.3003,493.70444,1149.228,550.663,3755.1558,236.29988,-700.0729,34.77632416112468,80.14398821002828
44,14,0.5740057400574006,1078,508,1254.2698,0,0.0,0.8342548608779907,1,0,1060.2051,492.10077,1097.3516,525.8663,1254.2698,0.0,0.0,0.0,0.0
45,15,0.6150061500615006,346,486,1441.7897,0,0.0,0.7120431661605835,1,0,326.03363,468.65222,367.43512,503.4768,1441.7897,0.0,0.0,0.0,0.0
