tracker_id,frame_idx,timestamp,centroid_x,centroid_y,area,class,speed_px_per_sec,confidence,track_length,frames_lost,bbox_x1,bbox_y1,bbox_x2,bbox_y2,kalman_area,velocity_x,velocity_y,displacement,trajectory_angle
2,0,0.0,45,55,2962.052,0,0.0,0.7403915524482727,1,0,18.996887,26.888916,71.21059,83.61832,2962.052,0.0,0.0,0.0,0.0
3,0,0.0,419,492,1998.5902,0,0.0,0.7246719002723694,1,0,397.1256,469.8833,441.32214,515.1038,1998.5902,0.0,0.0,0.0,0.0
2,1,0.2,41,71,3275.3706,0,83.39375649025794,0.8304455876350403,3,0,13.949945,41.21408,68.3963,101.37184,3275.3706,-15.6910715,64.02932,16.27234632581887,255.3928065469917
3,1,0.2,418,491,2378.6426,0,4.231757805266255,0.5086343884468079,3,0,393.6944,468.0766,443.85962,515.49274,2378.6426,-1.7838912,-2.8299325,1.9309579572972977,129.3324127592923
4,1,0.2,63,689,1324.5182,0,0.0,0.7962757349014282,1,0,46.74791,670.28284,81.07338,708.8699,1324.5182,0.0,0.0,0.0,0.0
2,2,0.4,40,88,4163.235,0,25.231988177787503,0.7694795727729797,5,0,9.523352,54.666676,71.48335,121.85898,4163.235,-4.387743,83.0968,4.36815328542092,296.7352053423412
3,2,0.4,417,490,2427.2651,0,5.8452906013750034,0.30202817916870117,5,0,391.97455,466.7807,443.1557,514.2057,2427.2651,-5.6995378,-6.152019,1.871429311730138,139.36728930909806
4,2,0.4,68,686,1281.3926,0,27.03569919723644,0.7728515267372131,3,0,51.446358,668.29474,85.73754,705.6628,1281.3926,18.687855,-10.369704,5.432600030935387,41.17139177376612
2,3,0.6,44,115,4453.0024,0,68.42976508056883,0.6641997694969177,7,0,13.11307,80.990425,76.8134,150.8959,4453.0024,16.080269,125.513535,11.02287280608105,293.3800902325029
3,3,0.6,415,489,2433.0715,0,4.72946466309523,0.3763672411441803,7,0,389.52527,465.88098,441.62885,512.57776,2433.0715,-8.952078,-6.280142,1.4492560164012047,169.55303235299596
4,3,0.6,75,681,1446.0577,0,23.741079005374594,0.7321047186851501,5,0,57.028694,662.1815,94.08715,701.2025,1446.0577,33.471127,-25.08163,4.7306744668054925,55.63223039522188
2,4,0.8,49,144,6214.8467,0,21.74402942341459,0.4212217628955841,9,0,11.48011,103.61569,87.0447,185.86118,6214.8467,20.237717,139.68712,3.066018999844037,285.52635473650116
3,4,0.8,413,486,2185.1577,0,7.920506106851902,0.5589665770530701,9,0,388.64035,464.71985,438.61984,508.44092,2185.1577,-9.553059,-11.626881,2.124345244879735,111.73431092338609
4,4,0.8,87,674,1450.206,0,30.96863071260015,0.7276973128318787,7,0,68.34812,654.73987,105.93406,693.3236,1450.206,52.219284,-35.220787,5.449912306549555,29.404076479968353
2,5,1.0,58,150,6694.7734,0,127.59565156470693,0.6655150055885315,11,0,18.848553,107.868126,97.17728,193.33835,6694.7734,38.32799,54.783264,23.155801415689677,78.3142675351582
3,5,1.0,412,483,1768.215,0,5.4301779190201955,0.8062300682067871,11,0,389.452,463.9127,434.83572,502.8741,1768.215,-7.9207006,-14.941116,1.2859733152442676,77.40040217457499
4,5,1.0,98,666,1341.2598,0,6.50000354339487,0.7835298180580139,9,0,79.98292,647.67224,116.49296,684.40894,1341.2598,54.72572,-38.855904,1.0712811636872617,67.20486328214645
2,6,1.2,74,148,4091.9092,0,90.63675008677133,0.6953707933425903,13,0,44.244743,114.64465,105.07189,181.91574,4091.9092,72.86473,3.7089195,15.9096759887237,58.463227119179805
3,6,1.2,407,484,1503.6171,0,28.94115841012275,0.8442297577857971,13,0,385.95755,466.24786,428.07382,501.94946,1503.6171,-21.551258,-0.7358322,5.05908533325765,225.2810510918108
4,6,1.2,107,658,1262.8141,0,7.874926623860605,0.8367984294891357,11,0,89.9838,640.4533,125.60236,675.90717,1262.8141,49.379005,-39.198902,2.1996433482890745,172.96483021420318
2,7,1.4,75,156,3879.1265,0,88.66955442515501,0.8173835277557373,15,0,44.724136,124.577835,105.92406,187.96233,3879.1265,19.37856,31.58467,15.849967718047152,206.12009005604904
3,7,1.4,400,487,1371.8212,0,21.81149978350332,0.839439868927002,15,0,380.1535,470.0871,420.62323,503.98456,1371.8212,-30.462585,11.126319,4.0758723189798856,228.41191955535663
4,7,1.4,114,655,1186.3137,0,30.726893626356468,0.8153021335601807,13,0,97.52107,638.01013,132.35384,672.0675,1186.3137,38.873783,-21.12883,5.930605350230776,231.78342458833805
2,8,1.6,79,165,3713.713,0,13.905656414225309,0.8185703754425049,17,0,48.590492,134.76729,109.91624,195.32445,3713.713,19.584536,41.041275,2.421237449178298,265.2664344612817
3,8,1.6,391,489,1378.6284,0,14.465739629129427,0.8464011549949646,17,0,371.41998,472.60623,412.08875,506.50516,1378.6284,-40.236954,12.259424,3.3061617992109853,175.47080514425022
4,8,1.6,119,653,1186.6614,0,23.32184876161329,0.8296580910682678,15,0,101.90617,636.40826,136.97688,670.24457,1186.6614,26.294918,-11.46262,4.308504575584062,210.50338509122525
2,9,1.8,85,171,3191.068,0,15.48571942592461,0.8277767300605774,19,0,57.459282,142.8271,113.09612,200.18242,3191.068,27.689606,34.313328,2.9032667685102984,50.932871941014355
3,9,1.8,384,493,1461.172,0,8.216445656071478,0.8407544493675232,19,0,363.84885,475.53537,405.13968,510.9227,1461.172,-37.209007,16.957083,1.034788392040782,286.44999720468445
4,9,1.8,121,651,1152.9563,0,17.1300667844814,0.8315852880477905,17,0,104.5169,635.2535,139.09338,668.5986,1152.9563,15.159414,-8.031441,3.700670787419429,179.47552922947511
2,10,2.0,94,178,3108.08,0,22.27269207830042,0.8032856583595276,21,0,67.49924,150.25826,121.96492,207.32317,3108.08,42.752132,35.94121,3.2055076516836123,6.582001969516966
3,10,2.0,378,496,1356.8528,0,10.938135113753816,0.7639362215995789,21,0,359.4396,478.82324,398.44846,513.60645,1356.8528,-29.934072,15.397182,1.1326051234474246,33.216927473870214
4,10,2.0,124,649,1216.6013,0,3.0177401382276723,0.8469896912574768,19,0,106.755905,632.7653,142.10762,667.1795,1216.6013,13.600811,-9.367253,1.5628111863947192,122.38370819163418
5,10,2.0,161,852,527.4888,0,0.0,0.5379365086555481,1,0,149.82565,840.4441,172.4556,863.7534,527.4888,0.0,0.0,0.0,0.0
2,11,2.2,100,182,4015.4802,0,23.84967056491999,0.6204090118408203,23,0,69.87232,150.09607,131.63855,215.107,4015.4802,33.033142,22.951815,5.158189804890669,129.5214382645708
4,11,2.2,130,646,1215.2319,0,18.7709730018331,0.8055328726768494,21,0,112.74956,629.46765,147.70613,664.2317,1215.2319,25.430662,-14.171818,3.5379542506046824,36.388916906226825
5,11,2.2,153,866,400.1405,0,83.92733558769459,0.35676366090774536,3,0,143.49434,856.24915,162.7295,877.05176,400.1405,-32.050694,58.09051,16.109450369232164,239.64658884000087
2,12,2.4,112,185,5326.1875,0,31.7314250077034,0.7036387324333191,25,0,77.02092,148.49037,148.53859,222.9641,5326.1875,53.869347,17.318775,5.129803505688798,25.295461969090923
3,12,2.4,378,488,2543.1826,0,121.85974508362276,0.2607349753379822,24,0,351.96088,464.6218,404.5913,512.9433,2543.1826,0.8633156,-14.292641,24.375647681293863,45.72596132290863
4,12,2.4,139,640,1446.9508,0,29.99607146335009,0.7789843082427979,23,0,120.471245,621.54034,158.34618,659.7437,1446.9508,41.178818,-27.145283,5.450645464093407,47.44840647329568
5,12,2.4,152,868,436.098,0,57.10095524282332,0.4084213078022003,5,0,142.16783,858.38293,162.78435,879.53577,436.098,-5.6093884,15.462498,11.554839979201237,62.707836647851764
2,13,2.6,124,191,5636.1445,0,12.186442470110089,0.8183093070983887,27,0,87.421646,153.08882,161.4457,229.2282,5636.1445,57.25395,24.88573,1.863263427454329,283.8608766998266
3,13,2.6,376,487,2418.7695,0,13.80101299418609,0.4958563446998596,26,0,350.82697,463.36667,401.85876,510.764,2418.7695,-7.201414,-9.921892,2.6747303042213555,203.72074922823722
4,13,2.6,149,634,1705.8727,0,11.950750434540497,0.6136804223060608,25,0,128.95078,613.229,169.88724,654.90027,1705.8727,48.003605,-31.561663,1.8189867312109653,41.82273374659502
2,14,2.8,131,199,5169.952,0,31.897548285844046,0.8367379307746887,29,0,96.15971,163.4563,167.15038,236.2821,5169.952,40.987816,39.244774,5.662371514312779,210.38824789159568
3,14,2.8,372,487,2067.2964,0,20.413634301055968,0.728554904460907,28,0,348.4962,466.04907,396.28256,509.31024,2067.2964,-16.951916,0.16021729,3.4796147707657905,213.47055895821896
4,14,2.8,159,628,1577.0964,0,4.814817838414958,0.7685974836349487,27,0,139.98868,608.2726,179.26813,648.4232,1577.0964,50.344547,-29.271166,0.24846522700209592,265.44558017512577
2,15,3.0,138,204,4252.5127,0,20.840293191137278,0.8282273411750793,31,0,105.88377,171.58818,170.74965,237.14674,4252.5127,35.08087,26.358185,4.1541308400156245,116.48514407890667
3,15,3.0,365,490,1674.3591,0,23.523089802890546,0.7859652042388916,30,0,343.6107,471.38385,387.86826,509.216,1674.3591,-29.484264,10.111544,4.607413510027541,209.7790081985197
4,15,3.0,165,625,1414.504,0,30.01423648376908,0.8480880260467529,29,0,146.70837,606.8785,184.25085,644.55585,1414.504,34.12346,-16.87375,5.324144342089538,208.0830734873875
5,15,3.0,157,867,553.7447,0,115.54916484439332,0.5576985478401184,9,0,145.3255,855.90857,169.13788,879.1631,553.7447,5.27806,-3.4735794,23.399138805228453,61.24874384373618
2,16,3.2,137,214,3599.332,0,50.26846586787421,0.8165904879570007,33,0,107.84816,184.05025,167.54845,244.34029,3599.332,5.718643,43.88099,9.405022130117347,207.6246912990018
3,16,3.2,355,494,1251.6846,0,29.12608655899202,0.5528630614280701,32,0,335.53745,478.8684,375.02615,510.56573,1251.6846,-47.023174,19.321083,5.125024070952166,199.1090542573508
4,16,3.2,167,625,1171.378,0,31.65209961009588,0.852927565574646,31,0,150.5074,608.7918,185.14412,642.6108,1171.378,16.899164,-3.9557114,5.932829157511817,206.61203901214216
5,16,3.2,157,869,447.656,0,14.300259492005384,0.4014149010181427,11,0,146.40198,858.8312,168.17105,879.395,447.656,1.328639,5.4922895,2.5135433898983983,239.1929465256477
2,17,3.4,136,228,4306.2314,0,34.21688402818546,0.8532611131668091,35,0,104.56382,195.20929,168.94608,262.09467,4306.2314,-2.3081665,65.72795,5.776094177163789,240.52574376890743
3,17,3.4,337,499,1535.0088,0,49.28315276710207,0.6453457474708557,34,0,314.36478,482.75037,360.06357,516.3401,1535.0088,-80.34094,23.028374,8.887035509322478,182.70041611876795
4,17,3.4,168,624,1197.645,0,13.482124410987026,0.8365881443023682,33,0,151.11707,608.0816,186.52792,641.903,1197.645,7.7338533,-3.6397665,3.3323019127129525,164.1493119503
5,17,3.4,154,869,409.70093,0,18.484867892703203,0.4182162880897522,13,0,143.903,859.96924,164.68523,879.6832,409.70093,-11.339525,3.994063,3.7531720593636315,161.16727252127976
2,18,3.6,133,239,4521.448,0,19.546238224500563,0.8435181975364685,37,0,100.90159,205.07191,166.19589,274.31912,4521.448,-12.8636265,57.64359,4.321134725632491,139.65311448616046
