total_bubbles,avg_lifetime,std_lifetime,avg_area_all,avg_speed_all,avg_nonzero_speed_all,max_speed_all,avg_path_length,avg_straightness,avg_confidence,total_tracked_frames
10,0.7,0.6271629240742259,14964.8106,112.1372,224.2745,295.185,44.6887,1.0,0.6934,22
