tracker_id,avg_area,std_area,initial_area,final_area,max_area,min_area,avg_speed,max_speed,std_speed,lifetime,measurement_count,total_displacement,avg_displacement,max_displacement,avg_angle,path_length,straightness,avg_confidence,total_frames_lost,avg_nonzero_speed,area_change_ratio,speed_variation
1019,12280.443,7527.044,6958.019,17602.867,17602.867,6958.019,82.814,165.628,117.116,0.4,2,33.39,16.695,33.39,41.855,33.39,1.0,0.811,0,165.628,1.53,1.414
1021,25057.872,26266.256,43630.92,6484.824,43630.92,6484.824,108.512,217.023,153.459,0.2,2,43.172,21.586,43.172,107.496,43.172,1.0,0.657,0,217.023,-0.851,1.414
1028,25021.139,26332.637,43641.125,6401.152,43641.125,6401.152,109.882,219.764,155.396,0.2,2,44.002,22.001,44.002,106.996,44.002,1.0,0.654,0,219.764,-0.853,1.414
1035,4650.054,1449.38,3625.188,5674.921,5674.921,3625.188,124.848,249.697,176.562,0.6,2,50.328,25.164,50.328,73.545,50.328,1.0,0.703,0,249.697,0.565,1.414
1037,9220.944,2109.183,10712.362,7729.527,10712.362,7729.527,121.248,242.496,171.471,0.2,2,49.069,24.534,49.069,86.154,49.069,1.0,0.785,0,242.496,-0.278,1.414
1059,15635.411,21109.89,30562.357,708.465,30562.357,708.465,100.665,201.33,142.362,1.2,2,39.849,19.925,39.849,13.959,39.849,1.0,0.56,0,201.33,-0.977,1.414
1062,22013.309,17535.175,34412.55,9614.068,34412.55,9614.068,130.606,261.212,184.705,2.0,2,51.854,25.927,51.854,176.968,51.854,1.0,0.793,0,261.212,-0.721,1.414
1064,11045.219,419.272,10748.749,11341.689,11341.689,10748.749,147.593,295.185,208.728,1.4,2,58.367,29.183,58.367,127.233,58.367,1.0,0.518,0,295.185,0.055,1.414
1081,14748.79,1461.348,13715.461,15782.119,15782.119,13715.461,139.112,278.225,196.735,0.6,2,54.907,27.454,54.907,165.466,54.907,1.0,0.684,0,278.225,0.151,1.414
1093,9974.925,3730.933,7336.756,12613.093,12613.093,7336.756,56.092,112.185,79.326,0.2,2,21.949,10.975,21.949,143.497,21.949,1.0,0.769,0,112.185,0.719,1.414
