tracker_id,avg_area,std_area,initial_area,final_area,max_area,min_area,avg_speed,max_speed,std_speed,lifetime,measurement_count,avg_nonzero_speed,area_change_ratio,speed_variation
2361,1258.856,1237.766,383.623,2134.089,2134.089,383.623,0.721,1.442,1.019,1.0,2,1.442,4.563,1.414
2365,462.132,188.258,329.013,595.25,595.25,329.013,19.355,38.709,27.372,0.4,2,38.709,0.809,1.414
2369,969.317,290.868,1174.992,763.642,1174.992,763.642,6.961,13.923,9.845,0.8,2,13.923,-0.35,1.414
2380,609.343,23.062,593.036,625.651,625.651,593.036,38.873,77.745,54.974,0.2,2,77.745,0.055,1.414
2385,468.772,70.783,518.823,418.721,518.823,418.721,2.191,4.381,3.098,1.0,2,4.381,-0.193,1.414
2390,685.237,77.956,630.114,740.36,740.36,630.114,7.651,15.303,10.821,0.8,2,15.303,0.175,1.414
2399,737.768,343.75,980.836,494.7,980.836,494.7,6.976,13.951,9.865,0.6,2,13.951,-0.496,1.414
2406,843.544,480.698,1183.449,503.64,1183.449,503.64,5.497,10.994,7.774,0.8,2,10.994,-0.574,1.414
2417,518.641,13.401,509.165,528.117,528.117,509.165,15.249,30.499,21.566,0.4,2,30.499,0.037,1.414
2501,397.166,200.775,539.135,255.197,539.135,255.197,4.014,8.028,5.677,1.2,2,8.028,-0.527,1.414
2502,578.65,43.462,614.809,530.432,614.809,530.432,7.608,15.881,7.961,1.6,3,11.411,-0.137,1.047
2553,649.309,176.677,774.238,524.379,774.238,524.379,5.097,10.194,7.208,1.2,2,10.194,-0.323,1.414
2576,458.783,26.69,477.655,439.91,477.655,439.91,4.119,8.239,5.826,1.2,2,8.239,-0.079,1.414
2598,601.591,141.567,501.489,701.694,701.694,501.489,88.703,177.407,125.446,0.2,2,177.407,0.399,1.414
2607,682.304,11.142,690.182,674.425,690.182,674.425,5.355,10.71,7.573,1.2,2,10.71,-0.023,1.414
2613,651.762,129.919,743.628,559.895,743.628,559.895,4.492,8.984,6.352,1.0,2,8.984,-0.247,1.414
2614,610.46,116.193,692.621,528.3,692.621,528.3,3.55,7.1,5.021,1.0,2,7.1,-0.237,1.414
2637,593.307,136.081,497.083,689.531,689.531,497.083,20.885,41.769,29.535,0.2,2,41.769,0.387,1.414
2641,1101.501,547.671,1488.762,714.239,1488.762,714.239,6.171,12.342,8.727,1.0,2,12.342,-0.52,1.414
2642,1142.28,23.92,1159.194,1125.367,1159.194,1125.367,2.956,5.912,4.18,1.0,2,5.912,-0.029,1.414
2650,367.807,130.192,459.867,275.747,459.867,275.747,5.553,11.106,7.853,0.8,2,11.106,-0.4,1.414
2653,691.592,251.945,869.744,513.44,869.744,513.44,1.051,2.101,1.486,1.2,2,2.101,-0.41,1.414
2654,897.167,288.205,1100.958,693.375,1100.958,693.375,4.07,8.14,5.756,0.8,2,8.14,-0.37,1.414
2659,420.539,379.238,152.377,688.7,688.7,152.377,7.265,14.53,10.275,0.8,2,14.53,3.52,1.414
2674,547.364,97.879,616.575,478.152,616.575,478.152,3.574,7.147,5.054,1.0,2,7.147,-0.225,1.414
2677,916.534,24.571,933.908,899.16,933.908,899.16,3.838,7.675,5.427,0.6,2,7.675,-0.037,1.414
2679,553.733,213.216,704.5,402.967,704.5,402.967,13.242,26.484,18.727,0.2,2,26.484,-0.428,1.414
2683,886.655,337.429,1125.253,648.057,1125.253,648.057,11.872,23.745,16.79,0.6,2,23.745,-0.424,1.414
2685,905.751,316.061,682.261,1129.24,1129.24,682.261,54.205,108.41,76.657,0.2,2,108.41,0.655,1.414
2700,848.09,178.682,974.437,721.743,974.437,721.743,1.791,3.581,2.532,1.2,2,3.581,-0.259,1.414
2703,369.31,79.29,313.244,425.376,425.376,313.244,32.487,64.974,45.944,0.2,2,64.974,0.358,1.414
2704,651.317,242.458,479.874,822.761,822.761,479.874,2.424,4.847,3.428,1.0,2,4.847,0.715,1.414
2736,1029.785,877.941,408.987,1650.584,1650.584,408.987,7.803,15.606,11.035,0.6,2,15.606,3.036,1.414
2744,585.061,171.027,464.127,705.995,705.995,464.127,18.951,37.902,26.801,0.4,2,37.902,0.521,1.414
2797,333.384,45.42,301.267,365.501,365.501,301.267,26.958,53.916,38.124,0.2,2,53.916,0.213,1.414
2801,348.516,19.66,334.614,362.417,362.417,334.614,36.53,73.059,51.661,0.2,2,73.059,0.083,1.414
2821,352.875,47.053,358.846,255.265,392.642,255.265,45.54,59.088,20.71,1.2,7,53.13,-0.289,0.455
2822,270.177,7.669,281.464,270.756,281.464,262.154,93.571,134.518,54.788,0.8,5,116.964,-0.038,0.586
2823,198.041,8.986,201.65,212.008,212.008,190.204,107.204,145.134,61.86,0.8,5,134.005,0.051,0.577
2824,262.72,9.282,259.17,280.526,280.526,252.523,159.185,188.181,60.828,1.6,9,179.083,0.082,0.382
2892,543.444,343.928,300.25,786.637,786.637,300.25,42.653,85.306,60.32,0.2,2,85.306,1.62,1.414
2940,609.489,8.332,615.381,603.598,615.381,603.598,40.536,81.072,57.327,0.2,2,81.072,-0.019,1.414
2972,635.39,221.14,791.759,479.021,791.759,479.021,10.445,20.889,14.771,0.4,2,20.889,-0.395,1.414
3036,546.475,138.187,644.188,448.762,644.188,448.762,57.84,115.68,81.798,0.2,2,115.68,-0.303,1.414
