total_bubbles,avg_lifetime,std_lifetime,avg_area_all,avg_speed_all,avg_nonzero_speed_all,max_speed_all,avg_path_length,avg_straightness,avg_confidence,total_tracked_frames
127,1.3874015748031494,2.508999425116633,5967.006669291336,88.4368031496063,141.46115748031494,494.404,80.66652755905513,1.0,0.6493228346456693,130
