tracker_id,frame_idx,timestamp,centroid_x,centroid_y,area,class,speed_px_per_sec,source_video
115,0,0.0,781,262,4242.37,0,0.0,1.avi
116,0,0.0,810,131,4878.3784,0,0.0,1.avi
117,0,0.0,462,519,1705.098,0,0.0,1.avi
118,0,0.0,219,587,1672.8411,0,0.0,1.avi
119,1,0.2,407,746,11960.955,0,0.0,1.avi
120,1,0.2,331,436,4288.182,0,0.0,1.avi
121,1,0.2,854,321,2080.6296,0,0.0,1.avi
122,1,0.2,850,634,4452.0283,0,0.0,1.avi
123,1,0.2,251,754,2770.2742,0,0.0,1.avi
124,1,0.2,775,539,1350.1627,0,0.0,1.avi
125,1,0.2,308,712,1494.7125,0,0.0,1.avi
126,1,0.2,227,286,3205.361,0,0.0,1.avi
127,1,0.2,1076,1019,364.98636,0,0.0,1.avi
119,2,0.4,435,729,4698.8584,0,162.82245944940846,1.avi
128,2,0.4,930,184,2418.2378,0,0.0,1.avi
129,2,0.4,601,198,2467.0427,0,0.0,1.avi
130,2,0.4,969,113,1260.1444,0,0.0,1.avi
131,2,0.4,941,552,3318.6738,0,0.0,1.avi
132,2,0.4,83,441,10003.999,0,0.0,1.avi
133,2,0.4,707,734,3270.4143,0,0.0,1.avi
134,2,0.4,854,686,6210.706,0,0.0,1.avi
135,2,0.4,311,145,1786.1167,0,0.0,1.avi
136,2,0.4,570,372,1558.1489,0,0.0,1.avi
125,3,0.6,331,752,3086.8247,0,232.537562961652,1.avi
137,3,0.6,1037,202,7074.153,0,0.0,1.avi
138,3,0.6,1165,451,6386.3716,0,0.0,1.avi
139,3,0.6,667,55,4159.8823,0,0.0,1.avi
140,3,0.6,114,517,2348.6567,0,0.0,1.avi
116,4,0.8,813,147,1307.6294,0,77.38193345531165,1.avi
122,4,0.8,832,616,750.0554,0,125.95929740356924,1.avi
138,4,0.8,1189,455,8725.921,0,126.55888965037566,1.avi
141,4,0.8,625,501,8104.041,0,0.0,1.avi
142,4,0.8,875,1002,2758.496,0,0.0,1.avi
143,4,0.8,988,713,2625.408,0,0.0,1.avi
144,4,0.8,397,234,2416.5737,0,0.0,1.avi
145,4,0.8,640,102,5273.007,0,0.0,1.avi
123,5,1.0,218,784,3933.7888,0,223.6226434698719,1.avi
129,5,1.0,631,184,3411.4194,0,165.1490260308659,1.avi
146,5,1.0,488,807,5372.6934,0,0.0,1.avi
147,5,1.0,515,112,4659.6953,0,0.0,1.avi
148,5,1.0,415,562,7520.9175,0,0.0,1.avi
149,5,1.0,637,885,4130.1543,0,0.0,1.avi
150,5,1.0,871,212,3389.3596,0,0.0,1.avi
151,5,1.0,563,943,1924.3702,0,0.0,1.avi
152,5,1.0,1165,862,1343.9454,0,0.0,1.avi
153,5,1.0,875,581,999.7302,0,0.0,1.avi
123,6,1.2,252,766,3231.795,0,244.3915185961396,1.avi
125,6,1.2,398,822,2328.2476,0,123.45065937374616,1.avi
128,6,1.2,908,199,2667.874,0,130.51989935872723,1.avi
131,6,1.2,926,511,6669.676,0,219.23012011424865,1.avi
147,6,1.2,509,135,1801.8223,0,118.96264511568404,1.avi
151,6,1.2,540,924,1704.8387,0,149.7256529179176,1.avi
154,6,1.2,1070,767,2775.4985,0,0.0,1.avi
155,6,1.2,1148,313,2092.39,0,0.0,1.avi
156,6,1.2,233,828,1480.4604,0,0.0,1.avi
129,7,1.4,610,149,2312.2544,0,232.72701754485985,1.avi
157,7,1.4,738,848,2832.98,0,0.0,1.avi
158,7,1.4,343,650,1501.8176,0,0.0,1.avi
159,7,1.4,734,156,1916.8538,0,0.0,1.avi
160,8,1.6,207,623,5369.343,0,0.0,1.avi
161,8,1.6,1220,839,3102.428,0,0.0,1.avi
