total_bubbles,avg_lifetime,std_lifetime,avg_area_all,avg_speed_all,avg_nonzero_speed_all,max_speed_all,avg_path_length,avg_straightness,avg_confidence,total_tracked_frames
262,1.2282442748091604,1.564440815926885,6084.154912213739,89.03346946564885,135.13249618320614,494.538,88.53370992366413,1.0,0.6711946564885497,139
