tracker_id,avg_area,std_area,initial_area,final_area,max_area,min_area,avg_speed,max_speed,std_speed,lifetime,measurement_count,total_displacement,avg_displacement,max_displacement,avg_angle,path_length,straightness,avg_confidence,total_frames_lost,avg_nonzero_speed,area_change_ratio,speed_variation
1590,13674.335,18620.94,26841.328,507.342,26841.328,507.342,103.157,206.314,145.886,0.6,2,41.109,20.555,41.109,33.02,41.109,1.0,0.73,0,206.314,-0.981,1.414
1595,21346.505,4366.09,11545.895,24185.201,24565.838,11545.895,208.411,494.538,145.548,1.4,8,303.926,37.991,87.975,200.214,303.926,1.0,0.786,0,238.184,1.095,0.698
1596,380.838,164.666,222.764,668.481,668.481,222.764,18.303,76.261,24.292,2.0,9,32.671,3.63,14.935,153.531,32.671,1.0,0.677,0,20.591,2.001,1.327
1597,2567.627,392.933,2845.472,2289.781,2845.472,2289.781,115.883,231.765,163.883,0.4,2,46.053,23.026,46.053,120.448,46.053,1.0,0.731,0,231.765,-0.195,1.414
1598,6543.394,10271.387,18399.434,337.666,18399.434,337.666,79.423,208.369,112.667,1.4,3,45.743,15.248,40.703,200.674,45.743,1.0,0.46,0,119.135,-0.982,1.419
1599,24803.728,3541.777,27308.143,22299.314,27308.143,22299.314,137.661,275.323,194.683,0.2,2,53.543,26.771,53.543,138.433,53.543,1.0,0.878,0,275.323,-0.183,1.414
1603,27209.1,1013.503,27925.754,26492.445,27925.754,26492.445,140.087,280.175,198.114,0.2,2,55.62,27.81,55.62,119.12,55.62,1.0,0.886,0,280.175,-0.051,1.414
1604,673.591,82.531,604.14,651.803,764.83,604.14,45.528,71.202,39.536,0.4,3,26.617,8.872,13.919,140.171,26.617,1.0,0.801,0,68.293,0.079,0.868
1605,1541.916,1951.561,2921.878,161.954,2921.878,161.954,73.805,147.61,104.376,1.0,2,29.375,14.688,29.375,20.369,29.375,1.0,0.504,0,147.61,-0.945,1.414
1606,1917.462,154.566,1808.167,2026.757,2026.757,1808.167,47.865,95.73,67.691,0.2,2,19.028,9.514,19.028,28.045,19.028,1.0,0.641,0,95.73,0.121,1.414
1610,663.357,14.574,673.663,653.052,673.663,653.052,52.535,105.069,74.295,0.2,2,20.439,10.22,20.439,157.239,20.439,1.0,0.776,0,105.069,-0.031,1.414
1616,2280.829,2110.008,3772.831,788.828,3772.831,788.828,94.513,189.026,133.662,0.2,2,36.593,18.297,36.593,158.464,36.593,1.0,0.499,0,189.026,-0.791,1.414
1617,26869.903,6606.149,31541.156,22198.65,31541.156,22198.65,97.507,195.013,137.895,0.2,2,38.766,19.383,38.766,104.862,38.766,1.0,0.898,0,195.013,-0.296,1.414
1620,5988.913,5110.847,9602.827,2374.998,9602.827,2374.998,77.403,154.806,109.464,0.2,2,30.391,15.195,30.391,179.953,30.391,1.0,0.729,0,154.806,-0.753,1.414
1621,16848.273,2720.324,13756.848,15454.938,20268.562,13756.848,121.46,261.339,97.109,3.4,5,112.648,22.53,48.46,77.616,112.648,1.0,0.74,0,151.826,0.123,0.8
1622,415.664,61.272,396.396,484.255,484.255,366.342,7.47,15.984,8.043,0.4,3,5.9,1.967,3.435,60.043,5.9,1.0,0.499,0,11.206,0.222,1.077
1623,17333.394,1831.779,18929.418,15333.323,18929.418,15333.323,127.829,293.204,150.165,0.4,3,75.489,25.163,58.087,84.665,75.489,1.0,0.845,0,191.743,-0.19,1.175
1625,8909.003,7002.088,16678.293,3085.842,16678.293,3085.842,85.089,148.237,76.516,0.6,3,48.574,16.191,29.661,148.981,48.574,1.0,0.53,0,127.634,-0.815,0.899
1626,1056.945,463.469,1384.667,729.223,1384.667,729.223,53.35,106.7,75.448,0.2,2,20.698,10.349,20.698,169.669,20.698,1.0,0.598,0,106.7,-0.473,1.414
1628,1795.402,1088.76,2565.271,1025.533,2565.271,1025.533,22.468,44.936,31.775,0.4,2,9.393,4.697,9.393,52.893,9.393,1.0,0.803,0,44.936,-0.6,1.414
1629,6427.856,4582.402,2591.508,11502.014,11502.014,2591.508,80.738,138.189,71.978,1.4,3,48.749,16.25,27.992,117.992,48.749,1.0,0.517,0,121.107,3.438,0.891
1631,16668.452,4226.881,18907.523,11793.062,19304.771,11793.062,164.586,305.847,154.252,0.4,3,97.847,32.616,61.286,111.974,97.847,1.0,0.582,0,246.879,-0.376,0.937
1633,17018.389,1736.453,19616.523,15986.354,19616.523,15986.354,159.123,252.807,110.084,0.6,4,121.315,30.329,48.142,121.709,121.315,1.0,0.813,0,212.163,-0.185,0.692
1634,416.309,80.683,366.963,542.455,542.455,343.794,16.843,78.133,25.651,2.4,8,27.674,3.459,15.934,75.747,27.674,1.0,0.457,0,19.249,0.478,1.523
1635,13842.113,5056.208,17872.406,5151.44,17872.406,5151.44,99.913,172.365,74.923,0.8,5,94.92,18.984,33.963,131.689,94.92,1.0,0.724,0,124.891,-0.712,0.75
1636,2377.484,372.158,2114.329,2640.64,2640.64,2114.329,39.271,78.542,55.538,1.6,2,14.62,7.31,14.62,157.667,14.62,1.0,0.712,0,78.542,0.249,1.414
1638,16344.216,3899.887,10933.816,16965.605,21338.988,10933.816,298.306,432.521,177.205,0.8,5,276.813,55.363,78.596,147.789,276.813,1.0,0.849,0,372.883,0.552,0.594
1640,13545.568,7481.998,18225.469,4916.405,18225.469,4916.405,161.517,256.531,140.602,0.4,3,95.653,31.884,51.618,105.831,95.653,1.0,0.574,0,242.276,-0.73,0.871
