total_bubbles,avg_lifetime,std_lifetime,avg_area_all,avg_speed_all,avg_nonzero_speed_all,max_speed_all
83,0.8457831325301205,0.713169019206472,8596.055903614457,56.700012048192754,84.66208433734938,850.598
